#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-02T11:15:03
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-02T11:00:00.000
#DataEndTime: 2024-04-02T11:14:38.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=8, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=512, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300   8.2    4.84  93.27   3.6   -3.18  94.70   7.1   -0.51  99.56   3.9    3.02 112.72   4.1    0.77 -30.90
   1500  21.4    0.25  80.68  19.5    0.21  79.25  21.9    0.25  81.25  20.9    0.25  80.11  15.3    0.24  20.89
   2700  30.5   -2.37  76.87  30.1    2.19  76.87  30.8    0.95  75.24  32.5   -1.62  77.25  23.5   -0.20  60.18
   3900  35.4   -3.74  76.01  35.7    3.23  73.15  35.7    1.03  69.24  38.8   -1.62  77.25  27.7   -0.38  79.25
   5100  35.4   -3.99  72.77  35.7    3.37  71.24  36.1    1.26  64.66  38.8   -2.29  68.09  27.8   -0.46  79.25
   6300  35.0   -3.94  69.81  35.6    3.37  72.10  35.5    1.39  63.32  38.2   -2.25  68.09  27.8   -0.46  77.25
   7500  34.5   -4.15  57.89  35.4    3.48  70.76  35.3    1.01  61.04  37.4   -1.79  60.75  27.2   -0.53  69.71
   8700  33.6   -4.39  41.58  34.8    3.55  63.32  34.8    0.64  58.27  35.2   -1.22  47.40  26.5   -0.54  64.18
   9900  31.1   -5.09  29.18  33.1    4.28  47.40  32.1    0.55  46.83  32.7   -1.22  35.57  25.1   -0.47  52.45
  11100  24.9   -6.00  20.12  28.4    5.40  27.18  27.7   -0.14  32.33  26.7   -0.76  23.46  25.1   -0.50  47.49
  12300  18.5   -7.00  14.21  22.5    6.51  13.35  22.8   -0.26  16.98  20.8   -0.76  12.87  23.4   -0.57  36.72
  13500  14.5   -7.62   9.82  18.8    6.99   9.54  20.2   -0.26  11.16  16.0   -0.88  10.40  23.6   -0.64  28.99
  14700  14.5   -7.63   8.87  17.3    6.99   8.96  19.9   -0.52   8.68  15.1   -0.79   7.92  27.7   -0.55  35.00
  15900  14.4   -7.47   8.68  18.1    6.45   8.30  19.7   -0.10   7.34  15.9   -1.63   6.48  27.7   -0.69  33.86
  17100  14.5   -6.64   7.25  18.1    5.28   7.25  18.9    0.28   6.39  14.9   -1.97   5.82  24.2   -0.35  24.99
  18300  15.0   -5.18   6.01  19.0    4.11   6.20  19.7    0.60   6.58  16.4   -1.89   5.72  22.6   -0.22  19.17
  19500  14.9   -3.24   4.39  18.0    2.72   5.15  19.0    0.90   6.01  16.4   -1.87   5.72  15.7   -0.09  12.87
  20700  13.2   -2.11   4.10  16.6    1.55   4.58  17.5    1.32   4.96  15.5   -2.39   5.53  14.7   -0.25   7.82
  21900  12.2   -1.16   4.01  14.2    0.46   4.29  16.0    1.36   4.58  13.8   -1.87   5.72  13.7   -0.25   7.06
  23100   9.3   -0.98   3.53  11.0    0.02   3.72  13.7    1.36   4.48  12.8   -1.61   5.72  11.2   -0.32   6.20
  24300   7.2   -0.71   2.67   9.4   -0.01   3.34  13.7    1.85   4.48  10.3   -1.35   4.86  11.3   -0.32   6.20
  25500   7.3   -0.39   2.86   9.4   -0.01   3.43  12.5    2.15   4.43  10.5   -0.61   4.86  10.3   -0.35   5.58
  26700   5.5   -0.19   2.29   8.3    0.08   3.15  11.0    2.32   4.58   9.9   -0.57   4.86   6.6   -0.46   3.43
  27900   4.6   -0.02   1.43   7.0    0.08   2.86 -99999 -9999999 -999999   6.1   -0.55   3.72 -99999 -9999999 -999999
  29100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  30300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  31500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  32700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  33900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  35100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  36300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  37500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  38700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  39900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  41100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  42300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  43500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  44700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  45900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  47100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  48300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  49500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  50700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  51900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  53100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  54300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  55500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  56700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  57900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  59100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  60300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  61500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  62700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  63900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  65100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  66300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  67500 -99999 -9999999 -999999 -99999 -9999999 -999999  10.1   72.71   5.15 -99999 -9999999 -999999 -99999 -9999999 -999999
  68700 -99999 -9999999 -999999 -99999 -9999999 -999999   9.1   43.44   6.01 -99999 -9999999 -999999 -99999 -9999999 -999999
  69900 -99999 -9999999 -999999 -99999 -9999999 -999999   7.8   33.50   5.15 -99999 -9999999 -999999 -99999 -9999999 -999999
  71100 -99999 -9999999 -999999 -99999 -9999999 -999999   9.1   13.89   6.01   5.1  -53.45   3.43 -99999 -9999999 -999999
  72300 -99999 -9999999 -999999 -99999 -9999999 -999999   9.1   13.89   6.01   5.1  -53.45   3.43 -99999 -9999999 -999999
  73500 -99999 -9999999 -999999 -99999 -9999999 -999999   8.1   13.61   6.87   5.1  -53.45   3.43 -99999 -9999999 -999999
  74700 -99999 -9999999 -999999 -99999 -9999999 -999999   5.1    8.01   3.43   5.1  -53.45   3.43 -99999 -9999999 -999999
