#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-12T11:15:45
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-12T11:00:00.000
#DataEndTime: 2024-04-12T11:15:16.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300  38.5   -2.04  89.84   7.5   -1.92  78.96   2.9   -0.89  -4.29  19.2   -0.00  30.61  19.7   -0.07  30.04
   1500 -99999 -9999999 -999999  21.8    0.01  85.26  18.2   -0.11  22.60  19.2   -0.00  30.61  19.7   -0.07  30.04
   2700  38.5    0.00  92.70  28.9    0.97  88.41  28.6    0.20  51.98  19.2   -0.00  30.61  19.7   -0.07  30.04
   3900 -99999 -9999999 -999999  36.1    1.94  91.55  34.6    0.46  72.38 -99999 -9999999 -999999 -99999 -9999999 -999999
   5100 -99999 -9999999 -999999 -99999 -9999999 -999999  34.6    0.75  87.64 -99999 -9999999 -999999 -99999 -9999999 -999999
   6300 -99999 -9999999 -999999 -99999 -9999999 -999999  35.1    0.79  89.55 -99999 -9999999 -999999 -99999 -9999999 -999999
   7500 -99999 -9999999 -999999 -99999 -9999999 -999999  36.2    1.20  95.27  35.9   -0.93  80.68 -99999 -9999999 -999999
   8700  35.2   -6.49  73.81  36.6    6.88  62.37 -99999 -9999999 -999999  35.2   -1.23  76.39 -99999 -9999999 -999999
   9900  32.5   -6.68  58.08  35.8    7.18  57.08  29.0   11.39  95.27  34.0   -1.45  62.18 -99999 -9999999 -999999
  11100  29.6   -7.15  44.54  33.4    7.53  45.78  21.7   25.19  45.20  30.3   -1.80  38.24  25.3   -0.31  27.18
  12300  23.3   -7.88  23.17  27.2    7.53  28.80  21.7   25.19  45.20  26.1   -2.17  16.59  19.9   -0.16  15.88
  13500  18.8   -7.88  12.68  20.7    7.93  14.59  19.8   23.82  69.09  21.0   -2.55   7.44  18.4   -0.02  23.65
  14700  18.8   -7.77  10.49  15.9    7.93   9.82  19.8   23.82  69.09  18.2   -2.68   6.20  15.5   -0.11  22.41
  15900  16.2   -7.15   9.92  15.2    7.48   8.49  21.7   25.19  92.98  17.7   -2.33   5.34  14.6   -0.01  24.32
  17100  16.7   -5.95   9.06  15.2    6.17   7.53 -99999 -9999999 -999999  15.9   -2.00   4.77  14.4    0.00  34.05
  18300  17.7   -4.72   8.30  16.1    4.15   6.58  16.0   22.45  92.98  15.7   -1.39   4.58  15.3   -0.00  34.05
  19500  17.6   -3.12   6.39  14.9    2.66   6.01  16.0    0.17   4.58  15.7   -0.86   4.48  14.7   -0.06  29.28
