#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-03T15:15:02
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-03T15:00:00.000
#DataEndTime: 2024-04-03T15:14:37.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=8, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=512, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300   8.7    4.26  82.11   4.9   -2.52  59.80   3.3   -3.23  92.12  -0.3    2.28  72.67  10.1    0.83  18.31
   1500  21.4    0.24  80.68  17.9    0.18  53.50  19.6    0.22  79.54  17.9    0.15  78.11  17.6    0.12  34.90
   2700  30.2   -2.55  82.68  27.0    2.18  51.78  30.4    0.57  66.95  29.1   -0.92  76.10  22.7   -0.31  47.02
   3900  34.8   -4.04  82.21  32.0    3.33  60.27  35.9    0.90  68.00  34.0   -1.50  76.10  25.3   -0.53  50.26
   5100  35.3   -4.25  84.11  32.9    3.64  65.04  36.4    0.90  67.33  35.1   -1.50  77.92  26.1   -0.53  58.56
   6300  35.7   -4.55  83.92  33.6    4.25  69.81  36.8    0.42  66.38  34.6   -1.14  79.82  26.4   -0.48  58.75
   7500  35.7   -5.02  72.00  33.6    4.69  69.81  36.6    0.25  63.61  33.7   -0.82  71.05  26.3   -0.42  59.03
   8700  34.5   -5.49  52.17  33.3    5.23  59.99  35.8   -0.23  50.93  33.2   -0.23  61.13  25.7   -0.37  59.03
   9900  32.2   -5.85  31.19  31.8    5.53  45.87  32.9   -0.48  34.52  32.3    0.09  57.03  23.9   -0.37  44.82
  11100  27.5   -6.70  18.98  27.3    6.36  31.76  27.8   -0.29  21.74  27.2    0.09  32.62  23.0   -0.47  37.48
  12300  21.8   -7.50  14.21  22.4    7.42  24.32  23.4    0.10  14.31  22.9   -0.31  19.84  23.0   -0.65  27.75
  13500  17.1   -8.60  12.40  22.4    8.53  24.32  19.4    0.09  10.49  18.9   -0.42   9.54  23.2   -0.88  27.75
  14700  15.1   -8.67  11.06  23.9    8.53  33.38  18.7    0.09   6.58  18.9   -0.46   6.20  26.2   -0.88  28.42
  15900  14.9   -8.67   8.49  21.6    7.23  29.47  17.7    0.35   5.91  18.0   -0.91   5.91  26.2   -0.75  29.09
  17100  15.3   -7.47   7.15  22.8    5.14  24.80  17.6    0.03   5.91  19.9   -0.48   5.44  24.1   -0.63  23.75
  18300  15.3   -5.53   5.05  24.4    2.89  21.93  17.1    0.03   5.25  18.6   -0.49   4.77  22.6   -0.49  26.61
  19500  14.3   -3.52   5.05  18.8    2.16   6.39  16.3    0.33   4.77  18.1   -0.77   4.39  18.2   -0.49  20.50
  20700  12.7   -2.45   4.29  16.4    2.16   5.63  13.8    0.68   4.29  12.2   -5.24   4.01  16.4   -0.58  16.59
  21900  10.3   -1.39   3.91  15.8    1.44   4.86  11.2    0.83   3.91  12.0   -5.24   4.01  15.5   -0.58  10.97
  23100   8.3   -0.23   3.53  11.8    0.33   3.81   8.9    1.03   3.62   8.3  -11.18   3.34  12.3   -0.58   7.44
  24300   7.0    0.37   3.15   9.9   -0.51   3.43   7.2    1.03   3.24   4.7  -16.83   2.48  12.3   -0.52   7.44
  25500   7.0    1.09   3.15   9.9   -0.51   3.43   7.2    1.20   3.24   4.7  -16.83   2.48   9.5   -0.48   4.58
  26700   6.4    1.45   2.86   8.8   -0.89   3.15   7.6    1.40   3.29   4.4  -18.65   1.86   7.5   -0.47   3.43
