#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-17T04:15:33
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-17T04:00:00.000
#DataEndTime: 2024-04-17T04:15:18.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.30     0.16   270.01   -0.02 -159.45    67
   1.50     0.16   270.01   -0.02 -159.45    89
   2.70     1.26   194.61   -0.06 -159.45    67
   3.90 -99999999 -99999999 -9999999 -9999999 -99999
   5.10 -99999999 -99999999 -9999999 -9999999 -99999
   6.30    11.70   255.22   -0.40 -9999999    60
   7.50    10.89   255.78   -0.06 -152.66    85
   8.70    10.85   256.74   -0.04 -152.66   100
   9.90    12.85   253.73    0.15 -153.26   100
  11.10    16.14   257.22    0.08 -154.37    75
  12.30    20.03   258.30   -0.02 -155.95   100
  13.50    23.60   262.43   -0.14 -157.41    94
  14.70    23.08   264.44   -0.33 -157.45   100
  15.90    22.19   271.83   -0.24 -159.08   100
  17.10    21.60   275.23   -0.47 -158.27   100
  18.30    15.62   288.44   -0.48 -157.64   100
  19.50     8.27   311.65   -0.44 -158.36    94
  20.70     6.17    26.94   -0.18 -160.33   100
  21.90     8.68    71.84   -0.24 -160.63   100
  23.10     9.35    92.40   -0.36 -165.19   100
  24.30    11.25    97.97   -0.17 -169.54   100
  25.50    12.72    97.26   -0.33 -171.14    70
  26.70    16.50   132.63   -1.14 -171.14    73
  27.90     9.70   220.91   -6.87 -170.30    87
  29.10    23.59   270.34   -9.36 -168.34    62
  30.30    24.12   281.96   -8.85 -9999999    75
  31.50    44.09   254.70  -14.38 -9999999    50
  32.70    62.56   332.16   -7.80 -9999999    40
  33.90 -99999999 -99999999 -9999999 -9999999 -99999
  35.10 -99999999 -99999999 -9999999 -9999999 -99999
  36.30 -99999999 -99999999 -9999999 -9999999 -99999
  37.50 -99999999 -99999999 -9999999 -9999999 -99999
  38.70 -99999999 -99999999 -9999999 -9999999 -99999
  39.90 -99999999 -99999999 -9999999 -9999999 -99999
  41.10 -99999999 -99999999 -9999999 -9999999 -99999
  42.30 -99999999 -99999999 -9999999 -9999999 -99999
  43.50 -99999999 -99999999 -9999999 -9999999 -99999
  44.70 -99999999 -99999999 -9999999 -9999999 -99999
  45.90 -99999999 -99999999 -9999999 -9999999 -99999
  47.10 -99999999 -99999999 -9999999 -9999999 -99999
  48.30 -99999999 -99999999 -9999999 -9999999 -99999
  49.50 -99999999 -99999999 -9999999 -9999999 -99999
  50.70 -99999999 -99999999 -9999999 -9999999 -99999
  51.90 -99999999 -99999999 -9999999 -9999999 -99999
  53.10 -99999999 -99999999 -9999999 -9999999 -99999
  54.30 -99999999 -99999999 -9999999 -9999999 -99999
  55.50 -99999999 -99999999 -9999999 -9999999 -99999
  56.70 -99999999 -99999999 -9999999 -9999999 -99999
  57.90 -99999999 -99999999 -9999999 -9999999 -99999
  59.10 -99999999 -99999999 -9999999 -174.40 -99999
  60.30 -99999999 -99999999 -9999999 -174.40 -99999
  61.50 -99999999 -99999999 -9999999 -172.80 -99999
  62.70 -99999999 -99999999 -9999999 -172.76 -99999
  63.90 -99999999 -99999999 -9999999 -171.26 -99999
  65.10    18.83   324.68    0.70 -171.03    67
  66.30    17.03   305.28    1.09 -171.03    94
  67.50    16.16   303.31    1.13 -171.17    56
  68.70    13.75   304.64    0.81 -171.17    83
  69.90     9.56   333.56    1.03 -168.40    99
  71.10     9.41    35.79    1.12 -168.74   100
  72.30    20.06    67.50    1.09 -171.92    94
  73.50    24.79    72.03    1.10 -172.78    65
  74.70    29.44    75.60    1.08 -172.67   100
  75.90    36.66    73.74    1.09 -172.67    76
  77.10    42.34    75.97    1.76 -173.33    86
  78.30    51.92    75.91    2.56 -174.47    77
  79.50    65.40    71.79    2.60 -169.82    69
  80.70    70.08    68.25    2.25 -164.10    85
  81.90    88.56    72.54    0.15 -168.46    57
  83.10    82.19    76.77   -0.56 -167.48    84
