#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-01T09:44:38
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-01T09:30:00.000
#DataEndTime: 2024-04-01T09:44:37.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=8, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=512, SpAverage=8
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.30    13.88    71.93    0.05 -187.31   100
   1.50     0.20   180.51    0.07 -168.06   100
   2.70     9.60   244.66    0.16 -156.42   100
   3.90    14.50   246.26    0.15 -150.76   100
   5.10    15.12   243.23    0.21 -149.99   100
   6.30    15.82   240.72    0.21 -150.76   100
   7.50    18.29   245.78    0.13 -151.45   100
   8.70    22.30   247.67    0.05 -152.22   100
   9.90    27.08   248.12    0.06 -153.88   100
  11.10    28.14   248.80    0.22 -155.25   100
  12.30    30.17   251.23    0.08 -157.06   100
  13.50    29.47   252.40    0.15 -158.37   100
  14.70    26.17   257.16    0.26 -161.41   100
  15.90    18.69   265.14    0.30 -163.82   100
  17.10    14.13   277.00   -0.17 -164.11   100
  18.30     5.66   305.25   -0.18 -166.40   100
  19.50     3.51    16.78   -0.20 -167.19   100
  20.70     3.56    26.51   -0.24 -166.66   100
  21.90     2.08    58.45   -0.21 -167.30   100
  23.10     1.12   189.07   -0.35 -169.46   100
  24.30     2.66   206.76   -0.18 -171.54   100
  25.50     4.06   197.15   -0.22 -170.93    99
  26.70     2.27   212.21   -0.04 -173.32    73
  27.90 -99999999 -99999999 -9999999 -172.61 -99999
  29.10 -99999999 -99999999 -9999999 -9999999 -99999
  30.30 -99999999 -99999999 -9999999 -9999999 -99999
  31.50 -99999999 -99999999 -9999999 -9999999 -99999
  32.70 -99999999 -99999999 -9999999 -9999999 -99999
  33.90 -99999999 -99999999 -9999999 -9999999 -99999
  35.10 -99999999 -99999999 -9999999 -9999999 -99999
  36.30 -99999999 -99999999 -9999999 -9999999 -99999
  37.50 -99999999 -99999999 -9999999 -9999999 -99999
  38.70 -99999999 -99999999 -9999999 -9999999 -99999
  39.90 -99999999 -99999999 -9999999 -9999999 -99999
  41.10 -99999999 -99999999 -9999999 -9999999 -99999
  42.30 -99999999 -99999999 -9999999 -9999999 -99999
  43.50 -99999999 -99999999 -9999999 -9999999 -99999
  44.70 -99999999 -99999999 -9999999 -9999999 -99999
  45.90 -99999999 -99999999 -9999999 -9999999 -99999
