#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-14T12:16:29
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-14T12:00:00.000
#DataEndTime: 2024-04-14T12:16:05.000
#RecordNumber: 200
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=625.00Hz, PlsAccum=4, Range=240km, GateNum=200, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.30    11.15   289.95   -0.03 -175.55    80
   1.50 -99999999 -99999999 -9999999 -164.98 -99999
   2.70    11.67   259.11   -0.04 -156.00   100
   3.90    12.58   255.53    0.00 -150.21   100
   5.10    12.96   254.06   -0.01 -148.78   100
   6.30    13.08   253.95    0.02 -147.79   100
   7.50    13.47   255.04    0.01 -148.07   100
   8.70    14.17   255.04    0.04 -149.06    81
   9.90    13.65   253.27    0.01 -150.05   100
  11.10    13.56   254.54    0.01 -150.82   100
  12.30    14.15   256.23    0.03 -151.71   100
  13.50    14.97   256.16    0.12 -153.13   100
  14.70    15.47   256.54    0.22 -152.57   100
  15.90    11.43   249.04    1.03 -152.57   100
  17.10    10.77   280.90    1.83 -153.37    78
  18.30    12.18   310.19    2.60 -157.92   100
  19.50     8.57    11.00    3.27 -162.17    86
  20.70     4.10   331.55    2.25 -166.53    96
  21.90     6.91   303.39    1.23 -166.54    94
  23.10     5.77   257.14    0.11 -166.27    72
  24.30     5.27   253.07    0.11 -167.05    89
  25.50     3.74   246.61    0.02 -166.72    70
  26.70     1.82   138.99    0.00 -167.37    82
  27.90    45.35    91.98    4.58 -169.29    89
  29.10    45.37    92.50    4.55 -171.38    88
  30.30    44.83    91.36    4.45 -173.20    94
  31.50     3.59   311.45   -0.99 -174.09    73
  32.70 -99999999 -99999999 -9999999 -174.89 -99999
  33.90 -99999999 -99999999 -9999999 -174.82 -99999
  35.10 -99999999 -99999999 -9999999 -175.52 -99999
