#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-01T10:44:39
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-01T10:30:00.000
#DataEndTime: 2024-04-01T10:44:37.000
#RecordNumber: 100
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=4.00us, PlsCode=8-bit Complementary, PRF=2500.00Hz, PlsAccum=26, Range=60km, GateNum=100, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=512, SpAverage=8
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.30    14.63    54.97    0.04 -153.68   100
   0.90     0.14    89.48   -0.06 -146.38   100
   1.50    10.18   233.52   -0.16 -140.72   100
   2.10    15.68   231.48   -0.21 -136.99   100
   2.70    16.37   230.23   -0.25 -135.57   100
   3.30    16.46   230.51   -0.25 -134.38   100
   3.90    17.59   231.51   -0.21 -133.88   100
   4.50    17.67   236.06   -0.20 -133.88   100
   5.10    18.69   241.31   -0.17 -136.65   100
   5.70    21.99   247.73   -0.14 -140.15   100
   6.30    24.69   251.71   -0.21 -143.95   100
   6.90    27.31   253.55   -0.24 -143.95   100
   7.50    27.59   252.88   -0.25 -142.63   100
   8.10    27.23   253.52   -0.15 -142.63   100
   8.70    27.73   250.35   -0.32 -144.13   100
   9.30    28.39   250.43   -0.21 -144.54   100
   9.90    29.70   252.65    0.02 -146.88   100
  10.50    31.12   255.65    0.36 -147.11    94
  11.10    34.33   245.82   -0.25 -147.11    94
  11.70    42.29   229.86   -1.69 -148.72    94
  12.30    50.02   220.19   -3.14 -149.98   100
  12.90    50.92   217.14   -3.76 -151.78   100
  13.50    50.01   217.80   -4.04 -153.78   100
  14.10    57.23   213.53   -5.26 -154.84   100
  14.70    45.54   224.22   -4.07 -159.25   100
  15.30    39.33   243.31   -3.02 -161.05   100
  15.90    31.60   268.06   -1.87 -162.07   100
  16.50    20.17   274.48   -1.38 -163.63   100
  17.10     9.98   294.09   -0.76 -163.61   100
  17.70     4.29     2.61    0.02 -161.58   100
  18.30     5.82    33.90   -0.08 -162.24   100
  18.90     6.66    38.14   -0.10 -162.19    88
  19.50     5.42    50.22   -0.13 -160.87   100
  20.10     4.56    58.43   -0.16 -160.87   100
  20.70     3.63    70.26   -0.27 -162.33   100
  21.30     2.68   103.34   -0.27 -163.91   100
  21.90     2.70   159.84   -0.26 -163.63   100
  22.50     3.39   180.67   -0.10 -166.47   100
  23.10     5.09   192.34   -0.17 -169.22   100
