#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-01T05:04:33
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-01T05:02:02.000
#DataEndTime: 2024-04-01T05:04:03.000
#RecordNumber: 200
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=576kW, WellRAntennaNum=931, WellTAntennaNum=576
#DeviceSpec: Freq=161.00MHz, PkPower=1152kW, RAntennaNum=931, TAntennaNum=576, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=4.00us, PlsCode=8-bit Complementary, PRF=5000.00Hz, PlsAccum=16, Range=30km, GateNum=200, Rmin=100m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=5
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.10     0.23   186.78    0.56 -174.26    89
   0.25     2.20   195.26    0.62 -173.34    89
   0.40     1.57   245.60    0.25 -172.20    94
   0.55     1.60   240.41    0.18 -172.40    89
   0.70     1.74   243.13    0.22 -172.20    89
   0.85     1.54   239.86    0.22 -171.87    84
   1.00     0.94   242.47    0.17 -168.74    84
   1.15     0.59   264.01    0.10 -160.76    84
   1.30     3.22    80.82   -0.50 -152.72    89
   1.45     1.85    87.00   -1.18 -147.30   100
   1.60     1.67   102.39   -1.47 -146.74   100
   1.75     1.30   134.81   -1.84 -146.49   100
   1.90     1.36   137.20   -1.83 -146.49   100
   2.05     1.85   160.33   -1.76 -149.41   100
   2.20     2.43   150.75   -1.66 -154.63    72
   2.35 -99999999 -99999999 -9999999 -154.63 -99999
   2.50 -99999999 -99999999 -9999999 -158.69 -99999
   2.65 -99999999 -99999999 -9999999 -167.27 -99999
   2.80 -99999999 -99999999 -9999999 -173.44 -99999
   2.95 -99999999 -99999999 -9999999 -174.46 -99999
   3.10 -99999999 -99999999 -9999999 -174.46 -99999
   3.25 -99999999 -99999999 -9999999 -174.46 -99999
   3.40     5.01    23.92    0.83 -9999999    76
   3.55     3.84    30.86    0.51 -9999999    77
   3.70     3.03    28.69    0.38 -9999999    89
   3.85     4.55    10.70   -0.15 -174.43    89
   4.00     3.46     1.30    0.13 -174.12    94
   4.15     0.45   164.92    0.47 -174.42    95
   4.30     0.12   279.45    0.52 -174.58    89
   4.45     4.49   270.54   -0.03 -174.78   100
   4.60     4.77   255.20    0.10 -174.45    89
   4.75     8.98   269.61   -0.31 -174.45    96
   4.90     0.61   254.16   -0.22 -174.08    89
   5.05     0.64   246.69   -0.31 -173.94    99
   5.20     7.77    89.87   -0.28 -173.94   100
   5.35     4.27    73.23   -0.02 -174.02   100
   5.50     3.95    86.04    0.12 -174.11   100
   5.65     0.73   342.17   -0.39 -174.09    97
   5.80     4.33    88.27   -0.71 -174.02    97
   5.95     4.38   267.96   -0.75 -173.75    98
   6.10     8.84   268.91   -1.18 -173.57   100
   6.25     8.65   267.97   -1.20 -173.55   100
   6.40     8.87   275.14   -0.34 -173.50   100
   6.55    13.37   274.54   -0.77 -173.34   100
   6.70     9.11   275.26   -0.44 -173.39   100
   6.85     5.18   269.11    0.12 -173.39   100
   7.00     1.64   272.43    0.62 -173.26   100
   7.15     1.25   260.68    0.58 -173.43   100
   7.30     0.59   250.03    0.60 -173.63   100
   7.45     0.44   277.76    0.64 -173.43   100
   7.60     0.32   342.49    0.61 -173.14   100
   7.75     0.43    44.22    0.64 -172.84   100
   7.90     1.07    16.84    0.61 -172.46    99
   8.05     0.76    14.04    0.68 -172.21   100
   8.20     1.11     0.00    0.65 -172.12   100
   8.35     1.12   350.54    0.59 -172.14   100
   8.50     1.75   341.57    0.49 -172.14   100
   8.65     1.90   330.95    0.57 -172.34   100
   8.80     1.57   339.44    0.47 -172.45   100
   8.95     0.76   345.96    0.51 -172.31   100
   9.10     0.41   333.43    0.63 -171.99   100
   9.25     0.18     0.00    0.67 -172.20   100
   9.40     0.66   123.69    0.67 -172.14   100
   9.55     0.76    75.96    0.67 -171.96   100
   9.70     0.82    63.43    0.65 -172.06   100
   9.85     0.66    33.69    0.57 -172.05   100
  10.00     0.55    90.00    0.59 -172.05   100
  10.15     0.41    63.43    0.63 -172.06   100
  10.30     0.00     0.00    0.67 -172.06   100
  10.45     0.18     0.00    0.73 -171.95   100
  10.60     0.26   315.00    0.71 -171.92   100
  10.75     0.41   296.57    0.69 -171.69   100
  10.90     0.18     0.00    0.67 -171.69   100
  11.05     0.26    45.00    0.71 -171.69   100
  11.20     0.26    45.00    0.67 -171.75   100
  11.35     0.58    71.57    0.57 -171.73   100
  11.50     0.58    71.57    0.49 -171.88   100
  11.65     0.66    56.31    0.41 -171.88   100
  11.80     0.26   135.00    0.53 -171.89   100
  11.95     0.37     0.00    0.51 -171.89   100
  12.10     0.26   315.00    0.51 -172.00   100
  12.25     0.26   225.00    0.57 -172.10   100
  12.40     0.41   243.43    0.57 -171.98   100
  12.55     0.18   270.00    0.53 -172.11   100
  12.70     0.41   333.43    0.55 -172.27   100
  12.85     0.74     0.00    0.51 -172.13   100
  13.00     1.12     9.46    0.43 -172.07   100
  13.15     1.11     0.00    0.47 -172.21   100
  13.30     1.30     8.13    0.53 -172.18   100
  13.45     1.30     8.13    0.65 -172.04   100
  13.60     1.24   333.43    0.67 -172.17   100
  13.75     1.56   315.00    0.75 -172.19    80
  13.90 -99999999 -99999999 -9999999 -9999999 -99999
  14.05 -99999999 -99999999 -9999999 -9999999 -99999
  14.20 -99999999 -99999999 -9999999 -9999999 -99999
  14.35 -99999999 -99999999 -9999999 -9999999 -99999
  14.50 -99999999 -99999999 -9999999 -9999999 -99999
  14.65 -99999999 -99999999 -9999999 -9999999 -99999
  14.80 -99999999 -99999999 -9999999 -9999999 -99999
  14.95 -99999999 -99999999 -9999999 -9999999 -99999
  15.10 -99999999 -99999999 -9999999 -9999999 -99999
  15.25 -99999999 -99999999 -9999999 -9999999 -99999
  15.40 -99999999 -99999999 -9999999 -9999999 -99999
  15.55 -99999999 -99999999 -9999999 -9999999 -99999
  15.70 -99999999 -99999999 -9999999 -9999999 -99999
  15.85 -99999999 -99999999 -9999999 -9999999 -99999
  16.00 -99999999 -99999999 -9999999 -9999999 -99999
  16.15 -99999999 -99999999 -9999999 -9999999 -99999
  16.30 -99999999 -99999999 -9999999 -9999999 -99999
  16.45 -99999999 -99999999 -9999999 -9999999 -99999
  16.60 -99999999 -99999999 -9999999 -9999999 -99999
  16.75 -99999999 -99999999 -9999999 -9999999 -99999
  16.90 -99999999 -99999999 -9999999 -9999999 -99999
  17.05 -99999999 -99999999 -9999999 -9999999 -99999
  17.20 -99999999 -99999999 -9999999 -9999999 -99999
  17.35 -99999999 -99999999 -9999999 -9999999 -99999
  17.50 -99999999 -99999999 -9999999 -9999999 -99999
  17.65 -99999999 -99999999 -9999999 -9999999 -99999
  17.80 -99999999 -99999999 -9999999 -9999999 -99999
  17.95 -99999999 -99999999 -9999999 -9999999 -99999
  18.10 -99999999 -99999999 -9999999 -9999999 -99999
  18.25 -99999999 -99999999 -9999999 -9999999 -99999
  18.40 -99999999 -99999999 -9999999 -9999999 -99999
  18.55 -99999999 -99999999 -9999999 -9999999 -99999
  18.70 -99999999 -99999999 -9999999 -9999999 -99999
  18.85 -99999999 -99999999 -9999999 -9999999 -99999
  19.00 -99999999 -99999999 -9999999 -9999999 -99999
  19.15 -99999999 -99999999 -9999999 -9999999 -99999
