#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-20T10:45:28
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-20T10:30:00.000
#DataEndTime: 2024-04-20T10:45:17.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300  22.2   -0.00  94.99  36.9    3.12  82.97  39.6    1.63  87.55  18.0    0.03  18.88  12.6   -0.01 -16.59
   1500  22.2   -0.00  94.99 -99999 -9999999 -999999 -99999 -9999999 -999999  18.0    0.03  18.88  19.2   -0.09  25.75
   2700  30.0   -0.01  95.99 -99999 -9999999 -999999  40.6    1.54  91.84  18.5    0.03  19.17  23.9   -0.09  56.27
   3900  37.6   -2.15  95.99 -99999 -9999999 -999999  40.3    1.55  90.41  38.5    0.03  95.56  26.3   -0.06  71.53
   5100  37.6   -4.16  90.98  37.1    3.35  97.27  40.3    1.55  90.41  39.4   -1.43  95.56  26.8   -0.04  74.96
   6300  37.1   -4.32  86.21 -99999 -9999999 -999999  40.1    1.48  90.03  42.5    8.40  79.82  32.3    0.19  79.54
   7500  37.0   -4.30  73.72  37.1    4.55  97.27  39.5    1.37  82.78  44.1   11.80  80.39  32.3    0.19  94.13
   8700  37.0   -4.30  73.72  35.3    5.76  95.42  38.4    1.22  72.96  42.7   11.80  68.28  31.1    0.21  86.83
   9900  36.4   -4.43  61.70  35.3    5.76  95.42  35.3    0.72  60.56  45.4   18.74  68.28  30.3    0.20  71.81
  11100  36.5   -4.63  54.22  33.6    6.97  93.56  28.2    0.17  47.78  46.5   18.99  70.38  25.9   -0.02  45.11
  12300  37.5   -4.25  48.92  33.6    6.97  93.56  23.3   -0.56  32.52  45.3   18.99  64.52  22.2   -0.17  24.32
  13500  17.8   -5.48  11.44  34.5   19.91  67.81  19.2   -0.69  19.55  43.1   19.38  47.49  18.8   -0.29  16.78
  14700  16.5   -6.29  11.30  35.5   25.14  63.51  17.3   -0.69  10.97 -99999 -9999999 -999999  18.8   -0.31  16.78
  15900  17.2   -4.75   9.73  35.5   25.14  63.51  17.6   -0.65   8.11 -99999 -9999999 -999999  18.4   -0.31  15.54
  17100  17.8   -3.78   8.11  35.0   22.53  50.50  19.4   -0.20   7.53  18.9    0.95   5.44  18.6   -0.25  18.69
  18300  16.6   -3.78   7.25  31.5   15.22  37.38  18.9    0.07   5.82  19.6   -0.56   5.44  18.6   -0.17  20.31
  19500  15.5   -2.52   5.72  26.3    8.78  17.93  18.6    0.26   5.15  16.9   -0.33   4.86  17.5   -0.14  17.36
  20700  14.6   -1.05   6.01  19.7    0.12   6.87  17.6    0.26   4.86  15.3   -0.40   4.67  14.9   -0.18  12.78
