#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-20T11:15:28
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-20T11:00:00.000
#DataEndTime: 2024-04-20T11:15:17.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300 -99999 -9999999 -999999   6.8   -2.56  67.81   1.0   -2.01 -43.49  17.7   -0.10  21.46  20.2   -0.04  37.48
   1500 -99999 -9999999 -999999  22.5   -0.01  74.67  18.4   -0.09  23.46  17.7   -0.10  21.46  20.2   -0.04  37.48
   2700 -99999 -9999999 -999999  33.1    1.81  79.92  30.5    1.12  68.66  18.9   -0.08  29.18  20.2   -0.04  37.48
   3900 -99999 -9999999 -999999  38.7    2.91  84.02  37.2    1.75  91.74 -99999 -9999999 -999999 -99999 -9999999 -999999
   5100 -99999 -9999999 -999999  39.0    3.09  85.26  37.9    1.81  94.84 -99999 -9999999 -999999 -99999 -9999999 -999999
   6300  37.5   -3.96  79.25  39.0    3.73  85.26  37.9    1.70  92.41  38.0   -1.56  79.25 -99999 -9999999 -999999
   7500  36.4   -4.14  75.10  38.3    4.20  87.98  37.0    1.67  90.12  36.9   -1.61  76.25 -99999 -9999999 -999999
   8700  36.0   -4.33  67.42  36.5    5.23  83.26  36.9    1.26  87.83  36.9   -1.61  76.25  33.9   -0.00  97.27
   9900  34.3   -4.96  57.13  35.5    6.06  71.05  34.7    0.48  76.77  36.9   -1.61  76.25  33.2   -0.09  60.37
  11100  27.9   -6.00  38.24  31.2    6.06  47.78  30.8   -0.29  54.84  35.4   -0.48  66.95  30.6   -0.28  45.01
  12300  21.8   -7.11  24.13  27.1    6.93  26.32  27.4   -0.90  31.95  29.2    1.07  33.90  26.9   -0.49  18.98
  13500  16.1   -7.55  11.16  22.0    6.93  14.69  22.7   -0.91  14.31  20.3    1.07   7.30  23.6   -0.50  15.35
  14700  16.1   -7.55   9.35  21.3    7.09  12.40  22.3   -0.91  11.92  22.0    0.55   6.96  21.1   -0.50  13.26
  15900  16.1   -7.33   8.58  21.1    5.43  12.02  21.0   -0.79  10.20  21.0    0.11   6.58  19.5   -0.33  15.45
  17100  16.4   -5.84   7.34  22.8    3.91  10.11  21.0   -0.27   9.63  21.1   -0.42   6.10  18.4   -0.12  17.55
  18300  15.8   -4.31   5.91  20.0    1.89   8.30  19.8    0.10   7.92  19.0   -0.72   5.44  18.2   -0.05  16.50
  19500  15.2   -2.52   4.96  21.7    1.89   8.30  17.7    0.32   5.15  19.0   -0.59   5.15  18.2    0.02  16.50
  20700  13.7   -1.15   4.48  19.0    0.71   5.72  15.5    0.38   4.39  16.9   -0.42   4.58  17.2    0.02  15.45
  21900  11.2    0.18   4.10  15.4   -0.53   4.86  12.0    0.45   3.81  14.0   -0.69   3.91  14.9   -0.04  10.20
  23100   8.3    1.14   3.43  12.4   -1.23   4.29   9.5    0.45   3.34  10.5   -0.85   3.53  11.6    0.01   6.20
  24300   6.1    1.43   2.77  10.6   -1.64   4.20  10.0    0.74   3.34   7.2   -0.65   2.96  11.6    0.01   6.20
  25500   6.1    1.53   2.77  10.6   -1.64   4.20   7.7    0.97   3.00   6.1   -0.65   2.67  10.0   -0.03   4.43
  26700   4.9    1.59   2.43  10.0   -1.76   4.15   7.3    1.45   3.15   6.9   -0.47   2.86   8.6    0.13   4.01
  27900   5.1    1.71   2.57  10.9   -1.46   4.01 -99999 -9999999 -999999   5.9   -0.01   2.57 -99999 -9999999 -999999
  29100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999   5.7    0.17   2.57 -99999 -9999999 -999999
  30300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  31500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  32700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  33900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  35100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  36300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  37500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  38700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  39900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  41100 -99999 -9999999 -999999   4.8    1.43   0.86 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
