#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-20T09:45:27
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-20T09:30:00.000
#DataEndTime: 2024-04-20T09:45:15.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300  38.4   -4.25  92.98  38.7    3.58  85.83   7.9   -1.64  38.34  15.8   -0.22  10.59  19.5   -0.06  34.62
   1500 -99999 -9999999 -999999 -99999 -9999999 -999999  21.8   -0.04  51.50  15.8   -0.22  10.59  19.5   -0.06  34.62
   2700 -99999 -9999999 -999999 -99999 -9999999 -999999  28.8    0.76  58.08  16.9   -0.21  11.16  19.5   -0.06  34.62
   3900 -99999 -9999999 -999999 -99999 -9999999 -999999  35.8    1.56  64.66 -99999 -9999999 -999999 -99999 -9999999 -999999
   5100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
   6300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
   7500 -99999 -9999999 -999999  36.8    5.10  98.42 -99999 -9999999 -999999 -99999 -9999999 -999999  32.7    0.10  98.99
   8700  34.5   -5.05  51.50  36.6    6.59  76.10  38.3    0.63  63.51  35.9    0.64  58.65  32.7    0.10  98.99
   9900  31.6   -5.98  50.64  35.9    7.04  60.65  35.0    0.02  53.22  35.9    0.64  58.65  30.6    0.07  94.56
  11100  30.2   -6.55  43.87  32.5    7.03  37.67  33.3   -0.25  46.06  34.6    0.47  53.79  32.7    0.10  98.99
  12300  26.0   -7.33  33.09  28.9    7.63  23.46  29.4   -0.83  28.51  32.7    0.92  40.25  29.0    0.07  57.94
  13500  23.2   -7.52  22.41  23.7    7.63  16.69  25.5   -0.83  18.69  28.7    0.92  24.13  23.6    0.03  22.32
  14700  21.6   -7.52  16.78  21.0    6.92   9.63  20.9   -0.69  10.87  24.2    0.59  10.87  22.4    0.06  25.75
  15900  21.6   -7.02  14.88  20.3    5.81   8.68  20.9   -0.27  10.87  22.5    0.01   9.92  20.8   -0.03  27.18
  17100  21.7   -5.35  12.21  19.8    4.34   7.92  20.1    0.07   9.35  21.5   -0.23   8.77  20.8   -0.14  27.18
  18300  21.8   -3.35   9.82  20.5    2.64   7.53  20.1    0.24   9.35  21.5   -0.52   9.44  21.5   -0.04  32.14
  19500  21.8   -1.67   7.34  20.5    1.23   6.58  19.1    0.30   6.96  21.0   -0.39   8.20  20.9   -0.09  29.95
  20700  20.1   -0.85   5.82  19.2    0.14   5.82  18.8    0.30   5.63  20.8   -0.49   6.87  19.0   -0.16  22.32
