#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-20T12:45:29
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-20T12:30:00.000
#DataEndTime: 2024-04-20T12:45:17.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300  36.8   -3.51  53.50  34.7    2.63  58.94   6.6   -1.82  39.48  -0.3    2.39 -21.74  15.5   -0.04  63.23
   1500 -99999 -9999999 -999999 -99999 -9999999 -999999  20.8   -0.05  32.90  17.4   -0.00  21.74  20.6   -0.03  60.65
   2700  37.6   -2.56  73.53  36.2    3.20  89.74  30.3    0.96  34.43  30.2   -1.22  67.62  24.0   -0.07  56.27
   3900  37.9   -3.84  72.53  37.0    3.49  87.12  35.4    1.55  48.16  36.0   -1.22  84.78  26.4   -0.17  63.71
   5100  37.6   -4.03  75.15  36.7    3.61  85.83  36.9    1.55  59.41  36.4   -1.83  94.56  27.1   -0.26  69.24
   6300  37.0   -4.44  75.15  36.8    3.96  85.83  36.9    1.37  61.04  37.4   -1.44  94.56  27.4   -0.30  80.39
   7500  35.9   -4.68  70.95  36.6    4.38  78.87  36.5    1.26  64.47  37.2   -1.44  79.97  27.4   -0.43  80.39
   8700  33.5   -4.99  55.98  35.3    5.46  66.85  35.0    0.97  58.27  35.2   -0.53  56.65  26.6   -0.40  71.53
   9900  31.4   -5.72  38.72  32.7    5.40  51.98  32.3    0.44  47.30  34.0   -0.21  48.64  25.5   -0.29  56.27
  11100  31.5   -5.67  38.72  29.4    6.32  37.77  28.8   -0.13  36.05  30.7   -0.25  35.48  24.4   -0.23  36.14
  12300  28.4   -6.72  25.65  25.3    7.33  22.03  25.7   -1.34  22.60  27.1    0.25  22.22  24.4   -0.12  36.14
  13500  24.3   -7.21  18.88  20.9    7.33  13.07  21.7   -1.34  13.54  22.3    0.25  13.54  23.9   -0.01  31.33
  14700  28.0   -4.01  34.52  20.9   14.40  13.07  21.2   -1.18   8.77  19.9   -0.11   6.87  23.5    0.06  17.17
  15900  29.0    5.02  39.10  19.3   14.29   9.35  20.5   -1.14   7.72  18.1   -0.29   6.39  22.3    0.06  16.45
  17100  26.2    5.02  38.15  26.9    5.71  22.98  19.6    0.07   6.77  18.7   -0.79   5.82  22.0    0.05  23.17
  18300  24.3    6.68  37.48  25.5    3.36  22.13  17.2    0.60   6.01  16.9   -1.05   5.82  20.7    0.00  21.17
  19500  24.3    7.36  36.43  25.5    0.86  19.74  17.2    0.40   6.01  16.2   -0.70   6.20  18.5   -0.05  16.69
  20700  17.2    6.97  13.45  17.0   -0.26   5.15  15.2    0.61   4.67  13.5   -0.26   5.91  16.1   -0.12  13.73
  21900  10.5    0.73   3.81  13.6   -1.26   4.10  12.7    0.71   4.01  14.4    0.03   6.68  14.8   -0.26  10.97
  23100   8.0    0.64   3.15  10.9   -1.04   3.72  11.2    0.71   3.91  10.8    0.03   6.68  12.6   -0.36   7.25
  24300   6.4    1.04   2.57   9.2   -1.47   3.34   9.7    0.67   3.81   7.4    0.48   5.25   9.7   -0.41   5.05
  25500   6.4    1.34   2.57   9.2   -1.44   3.34   9.7    1.06   3.81   6.2    0.61   4.43  10.3   -0.41   5.05
  26700   5.3    1.43   2.29   8.1   -1.75   3.15   9.8    1.25   3.86   5.4    0.46   2.86   9.0   -0.35   4.58
  27900   5.7    1.44   2.57   7.5   -1.42   2.86  10.5    1.69   4.01   5.4    0.46   2.86   4.6   -0.24   2.00
  29100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  30300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
