#DataName: Power Spectrum Parameters
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-12T17:15:21
#DataLevel: L1B
#DataVersion: V01.00
#DataStartTime: 2024-04-12T17:00:00.000
#DataEndTime: 2024-04-12T17:15:16.000
#RecordNumber: 160
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=800kW, WellRAntennaNum=1261, WellTAntennaNum=997
#DeviceSpec: Freq=50.00MHz, PkPower=1994kW, RAntennaNum=1261, TAntennaNum=997, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=8.00us, PlsCode=8-bit Complementary, PRF=781.25Hz, PlsAccum=4, Range=192km, GateNum=160, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=8
#Height(m): The Height Level of the Power Spectrum Parameters, I7.7, missingdata=NaN
#SNR1(dB): Signal to Noise Ratio in dB of Beam1, F5.1, missingdata=-99999
#Rv1(m/s): Radial Velocity in m/s of Beam1, F7.2, missingdata=-9999999
#SW1(m/s): Spectrum Width in m/s of Beam1, F6.2, missingdata=-999999
#SNR2(dB): Signal to Noise Ratio in dB of Beam2, F5.1, missingdata=-99999
#Rv2(m/s): Radial Velocity in m/s of Beam2, F7.2, missingdata=-9999999
#SW2(m/s): Spectrum Width in m/s of Beam2, F6.2, missingdata=-999999
#SNR3(dB): Signal to Noise Ratio in dB of Beam3, F5.1, missingdata=-99999
#Rv3(m/s): Radial Velocity in m/s of Beam3, F7.2, missingdata=-9999999
#SW3(m/s): Spectrum Width in m/s of Beam3, F6.2, missingdata=-999999
#SNR4(dB): Signal to Noise Ratio in dB of Beam4, F5.1, missingdata=-99999
#Rv4(m/s): Radial Velocity in m/s of Beam4, F7.2, missingdata=-9999999
#SW4(m/s): Spectrum Width in m/s of Beam4, F6.2, missingdata=-999999
#SNR5(dB): Signal to Noise Ratio in dB of Beam5, F5.1, missingdata=-99999
#Rv5(m/s): Radial Velocity in m/s of Beam5, F7.2, missingdata=-9999999
#SW5(m/s): Spectrum Width in m/s of Beam5, F6.2, missingdata=-999999
#-------------------------------------------------------------------
 Height    SNR1     Rv1     SW1    SNR2     Rv2     SW2    SNR3     Rv3     SW3    SNR4     Rv4     SW4    SNR5     Rv5     SW5
    300 -99999 -9999999 -999999   5.9   -2.08 109.86  -0.8   -1.81 -19.74  19.5    0.01  27.47  19.3   -0.04  31.76
   1500 -99999 -9999999 -999999  22.2   -0.03  86.12  17.1   -0.11  16.31  19.5    0.01  27.47  19.3   -0.04  31.76
   2700 -99999 -9999999 -999999  30.3    1.00  74.24  28.3    0.26  34.71  30.6   -0.45  49.50  19.3   -0.04  31.76
   3900 -99999 -9999999 -999999  38.5    2.02  86.12  34.2    0.82  49.11  36.2   -0.68  60.51 -99999 -9999999 -999999
   5100 -99999 -9999999 -999999  38.8    3.14  96.42  34.2    0.82  56.46  36.8   -1.37  62.37 -99999 -9999999 -999999
   6300  36.3   -3.48  95.27  38.8    3.47  96.42  34.2    0.51  51.02  36.2   -1.27  60.51 -99999 -9999999 -999999
   7500  35.8   -3.52  90.41  37.9    4.06  84.69  34.2    0.78  52.55  35.6   -1.27  59.22 -99999 -9999999 -999999
   8700  34.8   -3.86  76.58  36.7    4.79  78.96  33.8    1.55  45.01  33.8   -1.54  52.79 -99999 -9999999 -999999
   9900  33.2   -4.74  54.07  34.8    4.79  65.33  33.0    1.55  37.86  33.4   -2.10  46.06 -99999 -9999999 -999999
  11100  30.8   -6.18  31.76  33.1    6.03  45.30  30.2    2.10  28.51  31.4   -2.68  38.05 -99999 -9999999 -999999
  12300  27.3   -7.47  20.79  29.7    7.07  26.32  25.9    2.58  20.22  29.9   -2.91  24.80 -99999 -9999999 -999999
  13500  23.1   -8.22  15.64  23.0    7.07  11.25  21.5    3.15   9.73  26.0   -2.94  17.55 -99999 -9999999 -999999
  14700  18.9   -8.22  13.45  16.5    6.90   9.44  17.5    8.79   8.96  22.7   -2.81   9.44  21.2    0.31  21.46
  15900  16.9   -7.87  10.68  10.2   -2.50   6.87  15.0    8.22   8.96  19.0   -2.70   7.34  18.1    0.10  17.88
  17100  16.2   -6.93   8.20  10.2  -10.62   6.87  14.6   16.03   9.25  19.0   -2.61   5.82  18.0    0.02  17.17
  18300  17.2   -5.31   5.82  17.5  -18.34  15.83  13.4   15.66   9.25  18.5   -2.33   5.63  17.7   -0.04  17.17
  19500  16.0   -4.03   4.67  18.9  -11.52  16.21  13.7    9.23   9.16  17.0   -1.78   4.77  15.8    0.01  13.92
  20700  14.7   -2.17   4.48  17.6  -11.52  14.78  13.7    0.81   7.06  14.8   -1.36   4.48  15.5   -0.05  13.45
  21900  11.5   -1.05   4.10  17.7   -5.74  14.88  12.5    0.34   4.20  12.4   -0.98   4.20  13.8    0.03  10.40
  23100   7.9   -0.06   3.34   8.9   -0.91   3.53  10.5    0.12   3.62   9.9   -0.67   3.72  10.4    0.09   6.39
  24300   5.9    0.65   2.67   7.5   -0.91   2.96  10.5    0.17   3.62   9.9   -0.23   3.72   7.7    0.16   4.10
  25500   5.5    1.34   2.19   6.2   -1.59   2.38   9.2    0.14   3.43   8.5    0.10   3.43   7.7    0.26   4.10
  26700   5.7    2.61   2.38   5.0   -2.83   1.62   8.9   -0.19   3.43   8.4    0.35   3.29   6.7    0.34   3.58
  27900   5.5    2.93   2.00   5.0   -2.83   1.62   5.4   -0.02   2.29   6.8    0.38   2.86   7.6    0.35   3.72
  29100   4.9    3.79   1.72   4.8   -3.18   1.29 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  30300 -99999 -9999999 -999999   4.8   -3.79   1.72 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  31500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  32700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  33900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  35100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  36300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  37500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  38700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  39900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  41100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  42300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  43500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  44700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  45900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  47100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  48300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  49500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  50700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  51900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  53100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  54300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999  11.2   -1.37   7.15 -99999 -9999999 -999999
  55500  13.3  -57.99  11.73 -99999 -9999999 -999999 -99999 -9999999 -999999  11.2   -1.37   7.15 -99999 -9999999 -999999
  56700  13.3  -57.99  11.73 -99999 -9999999 -999999 -99999 -9999999 -999999  11.2   -1.37   7.15 -99999 -9999999 -999999
  57900  13.3  -57.99  11.73 -99999 -9999999 -999999 -99999 -9999999 -999999  11.2   -1.37   7.15 -99999 -9999999 -999999
  59100  13.3  -57.99  11.73 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  60300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  61500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  62700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  63900 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  65100 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  66300 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  67500 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
  68700 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999 -99999 -9999999 -999999
